_id,Name,Price,NewPrice,OldPrice,Size,Time,LastBump,Link
66e22d5844669b487b52cc0b,Chrome Hearts Leather Cigarette Case,$2550,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634702-chrome-hearts-chrome-hearts-leather-cigarette-case?g_aidx=Listing_production&g_aqid=2534f77d9fc9fa8dd4b44b7ebea3f0e3
66e22d5844669b487b52cc0c,Chrome Hearts Aviator Sunglasses,$1500,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634657-chrome-hearts-chrome-hearts-aviator-sunglasses?g_aidx=Listing_production&g_aqid=2534f77d9fc9fa8dd4b44b7ebea3f0e3
66e22d5844669b487b52cc0d,90's Chrome Heart Long Sleeve logo,$499,,,M,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634604-chrome-hearts-90-s-chrome-heart-long-sleeve-logo?g_aidx=Listing_production&g_aqid=2534f77d9fc9fa8dd4b44b7ebea3f0e3
66e22d5844669b487b52cc0e,Chrome Hearts Medallion Plus Pendant Chain,$2250,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634597-chrome-hearts-chrome-hearts-medallion-plus-pendant-chain?g_aidx=Listing_production&g_aqid=2534f77d9fc9fa8dd4b44b7ebea3f0e3
66e22d5844669b487b52cc0f,Black Lounge Shorts,$340,,,34,(21 days),about 1 hour ago(21 days),https://www.grailed.com/listings/66144930-chrome-hearts-black-lounge-shorts?g_aidx=Listing_production&g_aqid=2534f77d9fc9fa8dd4b44b7ebea3f0e3
66e22d5844669b487b52cc10,Chrome Hearts Leopard Cemetery Patch Clutch,$4800,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634531-chrome-hearts-chrome-hearts-leopard-cemetery-patch-clutch?g_aidx=Listing_production&g_aqid=2534f77d9fc9fa8dd4b44b7ebea3f0e3
66e22d5844669b487b52cc11,CHROME HEARTS SZ36 CANVAS CARPENTERS,$9500,,,36,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634486-chrome-hearts-chrome-hearts-sz36-canvas-carpenters?g_aidx=Listing_production&g_aqid=2534f77d9fc9fa8dd4b44b7ebea3f0e3
66e22d5844669b487b52cc12,CHROME HEARTS 90’S LEATHER JACKET SZ-XL,$22000,,,L,(22 days),about 1 hour ago(22 days),https://www.grailed.com/listings/65634465-chrome-hearts-chrome-hearts-90-s-leather-jacket-sz-xl?g_aidx=Listing_production&g_aqid=2534f77d9fc9fa8dd4b44b7ebea3f0e3
66e22d5844669b487b52cc13,Chrome Hearts Heart Floral Plus ID Bracelet,$5995,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634440-chrome-hearts-chrome-hearts-heart-floral-plus-id-bracelet?g_aidx=Listing_production&g_aqid=2534f77d9fc9fa8dd4b44b7ebea3f0e3
66e22d5844669b487b52cc14,CHROME HEARTS BRAND NEW BATH ROBE 1Of1,,$5850,$6500,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634437-chrome-hearts-chrome-hearts-brand-new-bath-robe-1of1?g_aidx=Listing_production&g_aqid=2534f77d9fc9fa8dd4b44b7ebea3f0e3
66e22d5844669b487b52cc15,Embroidered Hollywood 1/4 Zip,$1400,,,M,(21 days),about 1 hour ago(21 days),https://www.grailed.com/listings/66144568-chrome-hearts-embroidered-hollywood-1-4-zip?g_aidx=Listing_production&g_aqid=2534f77d9fc9fa8dd4b44b7ebea3f0e3
66e22d5844669b487b52cc16,CHROME HEARTS VINTAGE SZ- XL CREWNECK,$3500,,,XL,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634370-chrome-hearts-chrome-hearts-vintage-sz-xl-crewneck?g_aidx=Listing_production&g_aqid=2534f77d9fc9fa8dd4b44b7ebea3f0e3
66e22d5844669b487b52cc17,Chrome Hearts glasses,$900,,,OS,(17 days),about 1 hour ago(17 days),https://www.grailed.com/listings/66381409-chrome-hearts-chrome-hearts-glasses?g_aidx=Listing_production&g_aqid=2534f77d9fc9fa8dd4b44b7ebea3f0e3
66e22d5844669b487b52cc18,CHROME HEARTS QUARTER ZIP,$1650,,,M,(8 days),about 1 hour ago(8 days),https://www.grailed.com/listings/66825011-chrome-hearts-chrome-hearts-quarter-zip?g_aidx=Listing_production&g_aqid=2534f77d9fc9fa8dd4b44b7ebea3f0e3
66e22d5844669b487b52cc19,Dice Longsleeve,$640,,,M,(21 days),about 1 hour ago(21 days),https://www.grailed.com/listings/66144278-chrome-hearts-dice-longsleeve?g_aidx=Listing_production&g_aqid=2534f77d9fc9fa8dd4b44b7ebea3f0e3
66e22d5844669b487b52cc1a,Chrome hearts green yellow tank top dress small,$629,,,S,(14 days),about 1 hour ago(14 days),https://www.grailed.com/listings/66531253-chrome-hearts-chrome-hearts-green-yellow-tank-top-dress-small?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc1b,Chrome Hearts Bifold Cardholder Black Leather Wallet Chain,$900,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634055-chrome-hearts-chrome-hearts-bifold-cardholder-black-leather-wallet-chain?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc1c,CHROME HEARTS MOTO JACKET CROSS PATCH,$50000,,,M,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634054-chrome-hearts-chrome-hearts-moto-jacket-cross-patch?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc1d,Chrome Hearts Plus Slide,$950,,,10,(14 days),about 1 hour ago(14 days),https://www.grailed.com/listings/66531238-chrome-hearts-chrome-hearts-plus-slide?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc1e,CHROME HEARTS LEATHER MATTY BOY 1Of1 BAG,$25000,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634038-chrome-hearts-chrome-hearts-leather-matty-boy-1of1-bag?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc1f,CHROME HEARTS SEX PATCHED CARPENTERS,$35000,,,34,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634019-chrome-hearts-chrome-hearts-sex-patched-carpenters?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc20,Chrome Hearts Gold Twisted Chain Link Necklace,$8895,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634017-chrome-hearts-chrome-hearts-gold-twisted-chain-link-necklace?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc21,CHROME HEARTS PATCHED SZ-M-L BOMBER,$15000,,,M,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634006-chrome-hearts-chrome-hearts-patched-sz-m-l-bomber?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc22,Chrome hearts female tank top dress deadly doll xl X-Large,$699,,,XL,(14 days),about 1 hour ago(14 days),https://www.grailed.com/listings/66531148-chrome-hearts-chrome-hearts-female-tank-top-dress-deadly-doll-xl-x-large?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc23,Hermés Lined JJ Dean Leather Rider Jacket,$7000,,,S,(21 days),about 1 hour ago(21 days),https://www.grailed.com/listings/66144088-chrome-hearts-hermes-lined-jj-dean-leather-rider-jacket?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc24,CHROME HEARTS PATCH PANTS SZ-40 XXXL,$21000,,,40,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65633993-chrome-hearts-chrome-hearts-patch-pants-sz-40-xxxl?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc25,Vintage CHROME HEARTS OG Hoodie Jacket Scroll LINED,$1300,,,L,(14 days),about 1 hour ago(14 days),https://www.grailed.com/listings/66531093-chrome-hearts-x-vintage-vintage-chrome-hearts-og-hoodie-jacket-scroll-lined?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc26,Chrome Hearts Leather Patch Dagger Zipper Sweat Shorts,$1895,,,34,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65633921-chrome-hearts-chrome-hearts-leather-patch-dagger-zipper-sweat-shorts?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc27,Chrome Hearts magazine Cher,$130,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65633896-chrome-hearts-chrome-hearts-magazine-cher?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc28,CHROME HEARTS XXL CAMO GUNSLINGER BAG,$21500,,,OS,(7 days),about 1 hour ago(7 days),https://www.grailed.com/listings/66906708-chrome-hearts-chrome-hearts-xxl-camo-gunslinger-bag?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc29,Chrome Hearts Cemetery Pendant,$4450,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65633853-chrome-hearts-chrome-hearts-cemetery-pendant?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc2a,Chrome Hearts Three Crosses Logo Beanie,,$699,$777,OS,(7 days),about 1 hour ago(7 days),https://www.grailed.com/listings/66906610-chrome-hearts-chrome-hearts-three-crosses-logo-beanie?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc2b,Chrome Hearts Double Floral ID Bracelet,$4995,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65633820-chrome-hearts-chrome-hearts-double-floral-id-bracelet?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc2c,Chrome Hearts Hoodie Tokyo Exclusive,,$900,$1000,S,(13 days),about 1 hour ago(13 days),https://www.grailed.com/listings/66335548-chrome-hearts-chrome-hearts-hoodie-tokyo-exclusive?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc2d,Chrome Hearts Cross Pendant Braided Necklace,$2200,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65633778-chrome-hearts-chrome-hearts-cross-pendant-braided-necklace?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc2e,Chrome Hearts Leather Cross Patch Hat Blue,,$810,$1000,OS,(3 months),about 1 hour ago(3 months),https://www.grailed.com/listings/62460886-chrome-hearts-chrome-hearts-leather-cross-patch-hat-blue?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc2f,Chrome Hearts Los Angeles Single Pocket White Tee,,$388,$432,S,(1 day),about 1 hour ago(1 day),https://www.grailed.com/listings/67230334-chrome-hearts-x-designer-x-vintage-chrome-hearts-los-angeles-single-pocket-white-tee?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc30,Chrome Hearts Black Leather Cross Patch 1/1 Carpenter Jeans,$13750,,,32,(28 days),about 2 hours ago(28 days),https://www.grailed.com/listings/65633663-chrome-hearts-chrome-hearts-black-leather-cross-patch-1-1-carpenter-jeans?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc31,Chrome Hearts Matty Boy NinetyNineEyes Pretense The Pretend,$599,,,XS,,about 2 hours ago,https://www.grailed.com/listings/67286565-chrome-hearts-chrome-hearts-matty-boy-ninetynineeyes-pretense-the-pretend?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc32,Chrome Hearts - Vintage - Honolulu Thermal Tank Top,,$171,$215,S,(7 days),about 2 hours ago(7 days),https://www.grailed.com/listings/66903185-chrome-hearts-chrome-hearts-vintage-honolulu-thermal-tank-top?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc33,Chrome Hearts Gallery Dept Grey & Black Cross Patch Jeans,$13750,,,38,(21 days),about 2 hours ago(21 days),https://www.grailed.com/listings/66142761-chrome-hearts-x-gallery-dept-x-levi-s-chrome-hearts-gallery-dept-grey-black-cross-patch-jeans?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc34,Chrome Hearts Vintage NYC Neck Logo Faded Tshirt,$275,,,M,(28 days),about 2 hours ago(28 days),https://www.grailed.com/listings/65633401-chrome-hearts-x-vintage-chrome-hearts-vintage-nyc-neck-logo-faded-tshirt?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc35,Chrome Hearts Neck Logo Baseball Shirt Red/Black,$450,,,XL,,about 2 hours ago,https://www.grailed.com/listings/67286231-chrome-hearts-chrome-hearts-neck-logo-baseball-shirt-red-black?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc36,❌LAST❌ CHROME HEARTS FOTI HORSESHOE CROSS LOGO ZIP UP HOODIE,$655,,,M,,about 2 hours ago,https://www.grailed.com/listings/67286211-chrome-hearts-x-rare-last-chrome-hearts-foti-horseshoe-cross-logo-zip-up-hoodie?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc37,Chrome Hearts Foti Skull Long Sleeve T-Shirt,,$405,$450,L,(15 days),about 2 hours ago(15 days),https://www.grailed.com/listings/66478395-chrome-hearts-chrome-hearts-foti-skull-long-sleeve-t-shirt?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc38,Chrome Hearts Tipping Velvet Glasses,$3500,,,OS,,about 2 hours ago,https://www.grailed.com/listings/67286135-chrome-hearts-chrome-hearts-tipping-velvet-glasses?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc39,Chrome Hearts Grooming Kit,$1150,,,OS,(21 days),about 2 hours ago(21 days),https://www.grailed.com/listings/66142465-chrome-hearts-chrome-hearts-grooming-kit?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc3a,Baby Milo X Chrome Heart Tee,$475,,,S,(22 days),about 2 hours ago(22 days),https://www.grailed.com/listings/65976908-bape-x-chrome-hearts-baby-milo-x-chrome-heart-tee?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc3b,Gunslinger strap waist bag,$4000,,,OS,(7 days),about 2 hours ago(7 days),https://www.grailed.com/listings/66905451-chrome-hearts-gunslinger-strap-waist-bag?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc3c,Chrome Hearts Leather Flareney Notebook Cover,$1050,,,OS,(21 days),about 2 hours ago(21 days),https://www.grailed.com/listings/66142331-chrome-hearts-chrome-hearts-leather-flareney-notebook-cover?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc3d,Chrome Hearts Laurie Lynn Stark Small Item Case,$825,,,OS,(21 days),about 2 hours ago(21 days),https://www.grailed.com/listings/66142216-chrome-hearts-chrome-hearts-laurie-lynn-stark-small-item-case?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc3e,Chrome Hearts Grey Black & Red Cross Patch Jeans,$10450,,,32,(21 days),about 2 hours ago(21 days),https://www.grailed.com/listings/66142128-chrome-hearts-chrome-hearts-grey-black-red-cross-patch-jeans?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc3f,Chrome hearts heroes project T-shirt,$285,,,S,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66791540-chrome-hearts-chrome-hearts-heroes-project-t-shirt?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc40,Chrome hearts red horseshoe hoodie,$695,,,XS,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66791472-chrome-hearts-x-vintage-chrome-hearts-red-horseshoe-hoodie?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc41,Chrome hearts burgundy dagger tshirt,$310,,,L,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66791347-chrome-hearts-x-vintage-chrome-hearts-burgundy-dagger-tshirt?g_aidx=Listing_production&g_aqid=8cf875b75df57a2a686d0865c6370bbf
66e22d5844669b487b52cc42,Chrome hearts thermal beanie,$444,,,OS,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66791550-chrome-hearts-chrome-hearts-thermal-beanie?g_aidx=Listing_production&g_aqid=83f4b2405989e4ab0df0a898c5601354
66e22d5844669b487b52cc43,Chrome hearts Las Vegas Faded T-shirt,$285,,,S,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66791546-chrome-hearts-x-vintage-chrome-hearts-las-vegas-faded-t-shirt?g_aidx=Listing_production&g_aqid=83f4b2405989e4ab0df0a898c5601354
66e22d5844669b487b52cc44,Chrome hearts Tbar flare sweatpants,$605,,,32,(22 days),about 2 hours ago(22 days),https://www.grailed.com/listings/65929618-chrome-hearts-chrome-hearts-tbar-flare-sweatpants?g_aidx=Listing_production&g_aqid=83f4b2405989e4ab0df0a898c5601354
66e22d5844669b487b52cc45,Chrome hearts horseshoe cross logo tshirt,$444,,,XL,(22 days),about 2 hours ago(22 days),https://www.grailed.com/listings/65929392-chrome-hearts-chrome-hearts-horseshoe-cross-logo-tshirt?g_aidx=Listing_production&g_aqid=83f4b2405989e4ab0df0a898c5601354
66e22d5844669b487b52cc46,Chrome Hearts Heavy Leather Briefcase,$5200,,,OS,(21 days),about 2 hours ago(21 days),https://www.grailed.com/listings/66142064-chrome-hearts-chrome-hearts-heavy-leather-briefcase?g_aidx=Listing_production&g_aqid=83f4b2405989e4ab0df0a898c5601354
66e22d5844669b487b52cc47,Chrome hearts vertical triple cross T-shirt,$415,,,S,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66791581-chrome-hearts-x-vintage-chrome-hearts-vertical-triple-cross-t-shirt?g_aidx=Listing_production&g_aqid=83f4b2405989e4ab0df0a898c5601354
66e22d5844669b487b52cc48,Chrome hearts retro cycle hoodie,$790,,,M,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66791563-chrome-hearts-chrome-hearts-retro-cycle-hoodie?g_aidx=Listing_production&g_aqid=83f4b2405989e4ab0df0a898c5601354
66e22d5844669b487b52cc49,Chrome hearts yellow dagger T-shirt,$240,,,M,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66791533-chrome-hearts-chrome-hearts-yellow-dagger-t-shirt?g_aidx=Listing_production&g_aqid=83f4b2405989e4ab0df0a898c5601354
66e22d5844669b487b52cc4a,Chrome hearts matty boy structure hoodie,$630,,,M,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66791485-chrome-hearts-chrome-hearts-matty-boy-structure-hoodie?g_aidx=Listing_production&g_aqid=83f4b2405989e4ab0df0a898c5601354
66e22d5844669b487b52cc4b,Chrome hearts neon eye chart T-shirt,$355,,,S,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66791432-chrome-hearts-chrome-hearts-neon-eye-chart-t-shirt?g_aidx=Listing_production&g_aqid=83f4b2405989e4ab0df0a898c5601354
